   2.69,  -0.35,    745,    493
   2.70,  -0.35,    705,    466
   2.71,  -0.36,    735,    489
   2.72,  -0.35,    740,    511
   2.73,  -0.36,    730,    487
   2.74,  -0.35,    755,    498
   2.75,  -0.35,    755,    498
   2.76,  -0.36,    750,    466
   2.77,  -0.35,    725,    495
   2.78,  -0.35,    765,    502
   2.79,  -0.34,    725,    505
   2.80,  -0.35,    695,    482
   2.81,  -0.35,    795,    475
   2.82,  -0.35,    760,    530
   2.83,  -0.36,    730,    467
   2.84,  -0.37,    765,    542
   2.85,  -0.36,    740,    501
   2.86,  -0.35,    760,    480
   2.87,  -0.36,    705,    456
   2.88,  -0.34,    695,    492
   2.89,  -0.34,    760,    510
   2.90,  -0.33,    755,    508
   2.91,  -0.34,    745,    483
   2.92,  -0.33,    725,    495
   2.93,  -0.33,    725,    495
   2.94,  -0.32,    725,    485
   2.95,  -0.33,    725,    505
   2.96,  -0.32,    755,    528
   2.97,  -0.34,    705,    496
   2.98,  -0.32,    750,    526
   2.99,  -0.33,    705,    486
   3.00,  -0.34,    745,    483
